Records/eventVersion,Records/userIdentity/type,Records/userIdentity/principalId,Records/userIdentity/arn,Records/userIdentity/accountId,Records/userIdentity/accessKeyId,Records/userIdentity/userName,Records/userIdentity/sessionContext/attributes/creationDate,Records/userIdentity/sessionContext/attributes/mfaAuthenticated,Records/eventTime,Records/eventSource,Records/eventName,Records/awsRegion,Records/sourceIPAddress,Records/userAgent,Records/requestParameters/bucketPolicy/Version,Records/requestParameters/bucketPolicy/Statement/0/Sid,Records/requestParameters/bucketPolicy/Statement/0/Effect,Records/requestParameters/bucketPolicy/Statement/0/Principal/Service,Records/requestParameters/bucketPolicy/Statement/0/Action,Records/requestParameters/bucketPolicy/Statement/0/Resource,Records/requestParameters/bucketPolicy/Statement/1/Sid,Records/requestParameters/bucketPolicy/Statement/1/Effect,Records/requestParameters/bucketPolicy/Statement/1/Principal/Service,Records/requestParameters/bucketPolicy/Statement/1/Action,Records/requestParameters/bucketPolicy/Statement/1/Resource,Records/requestParameters/bucketPolicy/Statement/1/Condition/StringEquals/s3:x-amz-acl,Records/requestParameters/bucketName,Records/requestParameters/Host,Records/requestParameters/policy,Records/responseElements,Records/additionalEventData/SignatureVersion,Records/additionalEventData/CipherSuite,Records/additionalEventData/bytesTransferredIn,Records/additionalEventData/AuthenticationMethod,Records/additionalEventData/x-amz-id-2,Records/additionalEventData/bytesTransferredOut,Records/requestID,Records/eventID,Records/readOnly,Records/resources/0/accountId,Records/resources/0/type,Records/resources/0/ARN,Records/eventType,Records/managementEvent,Records/recipientAccountId,Records/vpcEndpointId,Records/eventCategory,Records/requestParameters/publicAccessBlock,Records/requestParameters/PublicAccessBlockConfiguration/xmlns,Records/requestParameters/PublicAccessBlockConfiguration/RestrictPublicBuckets,Records/requestParameters/PublicAccessBlockConfiguration/BlockPublicPolicy,Records/requestParameters/PublicAccessBlockConfiguration/BlockPublicAcls,Records/requestParameters/PublicAccessBlockConfiguration/IgnorePublicAcls,Records/userIdentity/invokedBy,Records/requestParameters/acl,Records/sharedEventID,Records/requestParameters/name,Records/sessionCredentialFromConsole,Records/requestParameters/s3BucketName,Records/requestParameters/includeGlobalServiceEvents,Records/requestParameters/isMultiRegionTrail,Records/requestParameters/isOrganizationTrail,Records/responseElements/name,Records/responseElements/s3BucketName,Records/responseElements/includeGlobalServiceEvents,Records/responseElements/isMultiRegionTrail,Records/responseElements/trailARN,Records/responseElements/logFileValidationEnabled,Records/responseElements/isOrganizationTrail,Records/requestParameters/includeShadowTrails,Records/errorCode,Records/errorMessage,Records/requestParameters/versioning,Records/requestParameters/trailName,Records/requestParameters/resourceIdList/0,Records/requestParameters,Records/requestParameters/eventSelectors/0/readWriteType,Records/requestParameters/eventSelectors/0/includeManagementEvents,Records/responseElements/eventSelectors/0/readWriteType,Records/responseElements/eventSelectors/0/includeManagementEvents
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:22Z,cloudtrail.amazonaws.com,ListTags,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,2e0b0405-2c93-479e-9834-4f7ecf53ae45,80672fd2-0958-48c9-a78a-c373bd045428,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:22Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,309018b2-92cb-4b43-aa40-2a68ecb85f08,dd18984a-212c-4878-b24b-964d6d9dc2a1,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,true,,,,,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:39Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,180e8a63-a430-4c37-b101-f6f8091d4643,9e499c71-9928-4110-840a-6f42f6ce2803,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,true,,,,,,,,,,
"1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:22Z,cloudtrail.amazonaws.com,GetInsightSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,da86db52-161a-46ad-9a5c-b3738cb10d25,3518c1a3-b3c9-456e-9a61-471ff7c00d15,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,InsightNotEnabledException,""Trail arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail does not have Insights enabled. Edit the trail settings to enable Insights, and then try the operation again."",,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,"
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:39Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,2078051a-e8fe-4371-9969-74964e34aae3,eb7bfabe-a869-4467-ba4b-568cd2294b1e,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,true,,,,,,,,,,,,,,,,,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:41Z,cloudtrail.amazonaws.com,ListTags,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,47ae0da9-1dbe-4e63-a053-0439bc160c71,9b72866f-87ce-419f-8933-a36d7d25d812,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:41Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,8c8cee17-e10c-46a8-87d4-0c7a54016fa3,bd24faab-6c45-447d-94bc-4371358ee1c4,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,true,,,,,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:41Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,34b844ce-cf60-4405-809e-b206f9597645,d2e8cfe4-ff23-4752-8e9e-d08e9341049a,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:41Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,1986f2ec-2fa5-4b0e-a606-91b61b4689fb,905d7626-f257-46b2-8022-6ec35714801b,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,true,,,,,,,,,,,,,,,,,,,,,,
"1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:12:41Z,cloudtrail.amazonaws.com,GetInsightSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,8bca5c14-c086-4afe-985e-0a5d84d04036,37a32fd2-01ba-43e0-b938-07e694a53d44,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,InsightNotEnabledException,""Trail arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail does not have Insights enabled. Edit the trail settings to enable Insights, and then try the operation again."",,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,"
"1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:03Z,cloudtrail.amazonaws.com,GetInsightSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,567b327b-b166-432d-87d7-e1656ff123aa,2da27f7f-7e30-4080-b2e6-aafaad8cb795,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,InsightNotEnabledException,""Trail arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail does not have Insights enabled. Edit the trail settings to enable Insights, and then try the operation again."",,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,"
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:03Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,c9ef3824-952b-4959-80f7-54402d958aab,7ca70b5e-7948-4892-a371-404d041ca98e,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,true,,,,,,,,,,,,,,,,,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:06Z,lambda.amazonaws.com,ListFunctions20150331,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,602ff5ee-fdad-477b-a66c-d180ed40f54f,528e7411-39de-4166-9944-92bc36597aab,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:03Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,59f522a6-e76b-452c-89a5-7a590af63c3e,b59a808b-f588-470b-a2ae-eced6a66e674,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:03Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,9dfc9d5f-cfa6-44a3-821d-e06bd8b51415,f77ad56c-6f1f-47f0-b5a0-768ccf15b64f,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:03Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,d5ac255e-1bdf-4583-ad61-6c76f1904753,ed7714b2-c0a1-46e6-8b57-b1fadabf8fe7,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,true,,,,,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:03Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,8ddb4a68-ce6b-4dac-b720-6c67ce6431ab,0df4f057-c1e9-4eb0-91d4-5fda4a0dbd09,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:49Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,ac6031b3-8856-4989-a7db-756b26adde52,4e9fab2c-e550-4792-8762-34820a769ee0,false,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,
1.08,IAMUser,AIDAY7RFGT6KBKJ3HTXPP,arn:aws:iam::617479577492:user/CloudTrail,617479577492,ASIAY7RFGT6KF6DCEZ6C,CloudTrail,2021-10-22T23:06:55Z,false,2021-10-22T23:13:54Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-2,86.163.217.0,console.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,4a1603a6-00e1-4f77-bbb8-37b6e414141b,62c1608a-24b8-49f8-ba56-fcc612a7c4ae,true,,,,AwsApiCall,true,617479577492,,Management,,,,,,,,,,,true,,,,,,,,,,,,,,,,arn:aws:cloudtrail:us-east-2:617479577492:trail/Udacity_Trail,,,,,,
